"Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes"
"Cód.";"Unidade da Federação e Município";"Ano";"Variável";"Produto das lavouras temporárias e permanentes"
"Cód.";"Unidade da Federação e Município";"Ano";"Variável";"Banana (cacho)";"Batata-doce";"Maçã";"Mandioca";"Melão"
"2405207";"Janduís (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"-";"-";"-";"-"
"2405207";"Janduís (RN)";"2020";"Valor da produção (Mil Reais)";"-";"-";"-";"-";"-"
"2405207";"Janduís (RN)";"2020";"Valor da produção - percentual do total geral";"-";"-";"-";"-";"-"
"2405306";"Januário Cicco (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"2";"-";"-";"1000";"-"
"2405306";"Januário Cicco (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"0,08";"-";"-";"38,60";"-"
"2405306";"Januário Cicco (RN)";"2020";"Área colhida (Hectares)";"2";"-";"-";"1000";"-"
"2405306";"Januário Cicco (RN)";"2020";"Área colhida - percentual do total geral";"0,08";"-";"-";"38,60";"-"
"2405306";"Januário Cicco (RN)";"2020";"Quantidade produzida (Toneladas)";"40";"-";"-";"14000";"-"
"2405306";"Januário Cicco (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"20000";"-";"-";"14000";"-"
"2405306";"Januário Cicco (RN)";"2020";"Valor da produção (Mil Reais)";"48";"-";"-";"7700";"-"
"2405306";"Januário Cicco (RN)";"2020";"Valor da produção - percentual do total geral";"0,50";"-";"-";"80,53";"-"
"2405405";"Japi (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"-";"-";"-";"-"
"2405405";"Japi (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"-";"-";"-";"-"
"2405405";"Japi (RN)";"2020";"Área colhida (Hectares)";"-";"-";"-";"-";"-"
"2405405";"Japi (RN)";"2020";"Área colhida - percentual do total geral";"-";"-";"-";"-";"-"
"2405405";"Japi (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"-";"-";"-";"-"
"2405405";"Japi (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"-";"-";"-";"-"
"2405405";"Japi (RN)";"2020";"Valor da produção (Mil Reais)";"-";"-";"-";"-";"-"
"2405405";"Japi (RN)";"2020";"Valor da produção - percentual do total geral";"-";"-";"-";"-";"-"
"2405504";"Jardim de Angicos (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"-";"-";"20";"-"
"2405504";"Jardim de Angicos (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"-";"-";"5,19";"-"
"2405504";"Jardim de Angicos (RN)";"2020";"Área colhida (Hectares)";"-";"-";"-";"20";"-"
"2405504";"Jardim de Angicos (RN)";"2020";"Área colhida - percentual do total geral";"-";"-";"-";"5,19";"-"
"2405504";"Jardim de Angicos (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"-";"-";"110";"-"
"2405504";"Jardim de Angicos (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"-";"-";"5500";"-"
"2405504";"Jardim de Angicos (RN)";"2020";"Valor da produção (Mil Reais)";"-";"-";"-";"61";"-"
"2405504";"Jardim de Angicos (RN)";"2020";"Valor da produção - percentual do total geral";"-";"-";"-";"16,31";"-"
"2405603";"Jardim de Piranhas (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"-";"-";"-";"-"
"2405603";"Jardim de Piranhas (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"-";"-";"-";"-"
"2405603";"Jardim de Piranhas (RN)";"2020";"Área colhida (Hectares)";"-";"-";"-";"-";"-"
"2405603";"Jardim de Piranhas (RN)";"2020";"Área colhida - percentual do total geral";"-";"-";"-";"-";"-"
"2405603";"Jardim de Piranhas (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"-";"-";"-";"-"
"2405603";"Jardim de Piranhas (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"-";"-";"-";"-"
"2405603";"Jardim de Piranhas (RN)";"2020";"Valor da produção (Mil Reais)";"-";"-";"-";"-";"-"
"2405603";"Jardim de Piranhas (RN)";"2020";"Valor da produção - percentual do total geral";"-";"-";"-";"-";"-"
"2405702";"Jardim do Seridó (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"-";"-";"-";"-"
"2405702";"Jardim do Seridó (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"-";"-";"-";"-"
"2405702";"Jardim do Seridó (RN)";"2020";"Área colhida (Hectares)";"-";"-";"-";"-";"-"
"2405702";"Jardim do Seridó (RN)";"2020";"Área colhida - percentual do total geral";"-";"-";"-";"-";"-"
"2405702";"Jardim do Seridó (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"-";"-";"-";"-"
"2405702";"Jardim do Seridó (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"-";"-";"-";"-"
"2405702";"Jardim do Seridó (RN)";"2020";"Valor da produção (Mil Reais)";"-";"-";"-";"-";"-"
"2405702";"Jardim do Seridó (RN)";"2020";"Valor da produção - percentual do total geral";"-";"-";"-";"-";"-"
"2405801";"João Câmara (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"50";"60";"-";"150";"-"
"2405801";"João Câmara (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"4,33";"5,19";"-";"12,98";"-"
"2405801";"João Câmara (RN)";"2020";"Área colhida (Hectares)";"50";"60";"-";"150";"-"
"2405801";"João Câmara (RN)";"2020";"Área colhida - percentual do total geral";"4,33";"5,19";"-";"12,98";"-"
"2405801";"João Câmara (RN)";"2020";"Quantidade produzida (Toneladas)";"900";"750";"-";"750";"-"
"2405801";"João Câmara (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"18000";"12500";"-";"5000";"-"
"2405801";"João Câmara (RN)";"2020";"Valor da produção (Mil Reais)";"810";"863";"-";"491";"-"
"2405801";"João Câmara (RN)";"2020";"Valor da produção - percentual do total geral";"22,28";"23,73";"-";"13,50";"-"
"2405900";"João Dias (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"2";"-";"-";"1";"-"
"2405900";"João Dias (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"0,51";"-";"-";"0,25";"-"
"2405900";"João Dias (RN)";"2020";"Área colhida (Hectares)";"2";"-";"-";"1";"-"
"2405900";"João Dias (RN)";"2020";"Área colhida - percentual do total geral";"0,58";"-";"-";"0,29";"-"
"2405900";"João Dias (RN)";"2020";"Quantidade produzida (Toneladas)";"55";"-";"-";"8";"-"
"2405900";"João Dias (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"27500";"-";"-";"8000";"-"
"2405900";"João Dias (RN)";"2020";"Valor da produção (Mil Reais)";"121";"-";"-";"4";"-"
"2405900";"João Dias (RN)";"2020";"Valor da produção - percentual do total geral";"23,40";"-";"-";"0,77";"-"
"2406007";"José da Penha (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"-";"-";"-";"-"
"2406007";"José da Penha (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"-";"-";"-";"-"
"2406007";"José da Penha (RN)";"2020";"Área colhida (Hectares)";"-";"-";"-";"-";"-"
"2406007";"José da Penha (RN)";"2020";"Área colhida - percentual do total geral";"-";"-";"-";"-";"-"
"2406007";"José da Penha (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"-";"-";"-";"-"
"2406007";"José da Penha (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"-";"-";"-";"-"
"2406007";"José da Penha (RN)";"2020";"Valor da produção (Mil Reais)";"-";"-";"-";"-";"-"
"2406007";"José da Penha (RN)";"2020";"Valor da produção - percentual do total geral";"-";"-";"-";"-";"-"
"2406106";"Jucurutu (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"45";"-";"-";"-"
"2406106";"Jucurutu (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"13,85";"-";"-";"-"
"2406106";"Jucurutu (RN)";"2020";"Área colhida (Hectares)";"-";"45";"-";"-";"-"
"2406106";"Jucurutu (RN)";"2020";"Área colhida - percentual do total geral";"-";"13,85";"-";"-";"-"
"2406106";"Jucurutu (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"450";"-";"-";"-"
"2406106";"Jucurutu (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"10000";"-";"-";"-"
"2406106";"Jucurutu (RN)";"2020";"Valor da produção (Mil Reais)";"-";"986";"-";"-";"-"
"2406106";"Jucurutu (RN)";"2020";"Valor da produção - percentual do total geral";"-";"61,63";"-";"-";"-"
"2406155";"Jundiá (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"5";"50";"-";"75";"-"
"2406155";"Jundiá (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"0,94";"9,43";"-";"14,15";"-"
"2406155";"Jundiá (RN)";"2020";"Área colhida (Hectares)";"5";"50";"-";"75";"-"
"2406155";"Jundiá (RN)";"2020";"Área colhida - percentual do total geral";"0,94";"9,43";"-";"14,15";"-"
"2406155";"Jundiá (RN)";"2020";"Quantidade produzida (Toneladas)";"150";"500";"-";"713";"-"
"2406155";"Jundiá (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"30000";"10000";"-";"9507";"-"
"2406155";"Jundiá (RN)";"2020";"Valor da produção (Mil Reais)";"188";"750";"-";"380";"-"
"2406155";"Jundiá (RN)";"2020";"Valor da produção - percentual do total geral";"4,40";"17,57";"-";"8,90";"-"
"2406205";"Lagoa d'Anta (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"1";"5";"-";"800";"-"
"2406205";"Lagoa d'Anta (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"0,06";"0,29";"-";"45,61";"-"
"2406205";"Lagoa d'Anta (RN)";"2020";"Área colhida (Hectares)";"1";"5";"-";"800";"-"
"2406205";"Lagoa d'Anta (RN)";"2020";"Área colhida - percentual do total geral";"0,06";"0,29";"-";"45,61";"-"
"2406205";"Lagoa d'Anta (RN)";"2020";"Quantidade produzida (Toneladas)";"20";"30";"-";"12000";"-"
"2406205";"Lagoa d'Anta (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"20000";"6000";"-";"15000";"-"
"2406205";"Lagoa d'Anta (RN)";"2020";"Valor da produção (Mil Reais)";"25";"45";"-";"6990";"-"
"2406205";"Lagoa d'Anta (RN)";"2020";"Valor da produção - percentual do total geral";"0,31";"0,55";"-";"85,32";"-"
"2406304";"Lagoa de Pedras (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"5";"100";"-";"20";"-"
"2406304";"Lagoa de Pedras (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"1,05";"21,10";"-";"4,22";"-"
"2406304";"Lagoa de Pedras (RN)";"2020";"Área colhida (Hectares)";"5";"100";"-";"20";"-"
"2406304";"Lagoa de Pedras (RN)";"2020";"Área colhida - percentual do total geral";"1,05";"21,10";"-";"4,22";"-"
"2406304";"Lagoa de Pedras (RN)";"2020";"Quantidade produzida (Toneladas)";"112";"1000";"-";"200";"-"
"2406304";"Lagoa de Pedras (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"22400";"10000";"-";"10000";"-"
"2406304";"Lagoa de Pedras (RN)";"2020";"Valor da produção (Mil Reais)";"146";"1500";"-";"107";"-"
"2406304";"Lagoa de Pedras (RN)";"2020";"Valor da produção - percentual do total geral";"6,15";"63,16";"-";"4,51";"-"
"2406403";"Lagoa de Velhos (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"2";"1";"-";"1";"-"
"2406403";"Lagoa de Velhos (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"0,38";"0,19";"-";"0,19";"-"
"2406403";"Lagoa de Velhos (RN)";"2020";"Área colhida (Hectares)";"2";"1";"-";"1";"-"
"2406403";"Lagoa de Velhos (RN)";"2020";"Área colhida - percentual do total geral";"0,38";"0,19";"-";"0,19";"-"
"2406403";"Lagoa de Velhos (RN)";"2020";"Quantidade produzida (Toneladas)";"40";"6";"-";"8";"-"
"2406403";"Lagoa de Velhos (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"20000";"6000";"-";"8000";"-"
"2406403";"Lagoa de Velhos (RN)";"2020";"Valor da produção (Mil Reais)";"50";"9";"-";"4";"-"
"2406403";"Lagoa de Velhos (RN)";"2020";"Valor da produção - percentual do total geral";"6,61";"1,19";"-";"0,53";"-"
"2406502";"Lagoa Nova (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"-";"-";"400";"-"
"2406502";"Lagoa Nova (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"-";"-";"7,68";"-"
"2406502";"Lagoa Nova (RN)";"2020";"Área colhida (Hectares)";"-";"-";"-";"400";"-"
"2406502";"Lagoa Nova (RN)";"2020";"Área colhida - percentual do total geral";"-";"-";"-";"7,68";"-"
"2406502";"Lagoa Nova (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"-";"-";"2400";"-"
"2406502";"Lagoa Nova (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"-";"-";"6000";"-"
"2406502";"Lagoa Nova (RN)";"2020";"Valor da produção (Mil Reais)";"-";"-";"-";"636";"-"
"2406502";"Lagoa Nova (RN)";"2020";"Valor da produção - percentual do total geral";"-";"-";"-";"5,97";"-"
"2406601";"Lagoa Salgada (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"2";"-";"-";"15";"-"
"2406601";"Lagoa Salgada (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"0,38";"-";"-";"2,86";"-"
"2406601";"Lagoa Salgada (RN)";"2020";"Área colhida (Hectares)";"2";"-";"-";"15";"-"
"2406601";"Lagoa Salgada (RN)";"2020";"Área colhida - percentual do total geral";"0,38";"-";"-";"2,86";"-"
"2406601";"Lagoa Salgada (RN)";"2020";"Quantidade produzida (Toneladas)";"40";"-";"-";"150";"-"
"2406601";"Lagoa Salgada (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"20000";"-";"-";"10000";"-"
"2406601";"Lagoa Salgada (RN)";"2020";"Valor da produção (Mil Reais)";"52";"-";"-";"83";"-"
"2406601";"Lagoa Salgada (RN)";"2020";"Valor da produção - percentual do total geral";"8,81";"-";"-";"14,07";"-"
"2406700";"Lajes (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"-";"-";"30";"-"
"2406700";"Lajes (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"-";"-";"6,25";"-"
"2406700";"Lajes (RN)";"2020";"Área colhida (Hectares)";"-";"-";"-";"30";"-"
"2406700";"Lajes (RN)";"2020";"Área colhida - percentual do total geral";"-";"-";"-";"9,38";"-"
"2406700";"Lajes (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"-";"-";"245";"-"
"2406700";"Lajes (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"-";"-";"8167";"-"
"2406700";"Lajes (RN)";"2020";"Valor da produção (Mil Reais)";"-";"-";"-";"74";"-"
"2406700";"Lajes (RN)";"2020";"Valor da produção - percentual do total geral";"-";"-";"-";"19,73";"-"
"2406809";"Lajes Pintadas (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"5";"-";"-";"-"
"2406809";"Lajes Pintadas (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"1,12";"-";"-";"-"
"2406809";"Lajes Pintadas (RN)";"2020";"Área colhida (Hectares)";"-";"5";"-";"-";"-"
"2406809";"Lajes Pintadas (RN)";"2020";"Área colhida - percentual do total geral";"-";"1,12";"-";"-";"-"
"2406809";"Lajes Pintadas (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"30";"-";"-";"-"
"2406809";"Lajes Pintadas (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"6000";"-";"-";"-"
"2406809";"Lajes Pintadas (RN)";"2020";"Valor da produção (Mil Reais)";"-";"60";"-";"-";"-"
"2406809";"Lajes Pintadas (RN)";"2020";"Valor da produção - percentual do total geral";"-";"6,80";"-";"-";"-"
"2406908";"Lucrécia (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"2";"-";"-";"1";"-"
"2406908";"Lucrécia (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"0,40";"-";"-";"0,20";"-"
"2406908";"Lucrécia (RN)";"2020";"Área colhida (Hectares)";"2";"-";"-";"1";"-"
"2406908";"Lucrécia (RN)";"2020";"Área colhida - percentual do total geral";"0,46";"-";"-";"0,23";"-"
"2406908";"Lucrécia (RN)";"2020";"Quantidade produzida (Toneladas)";"50";"-";"-";"5";"-"
"2406908";"Lucrécia (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"25000";"-";"-";"5000";"-"
"2406908";"Lucrécia (RN)";"2020";"Valor da produção (Mil Reais)";"50";"-";"-";"3";"-"
"2406908";"Lucrécia (RN)";"2020";"Valor da produção - percentual do total geral";"8,73";"-";"-";"0,52";"-"
"2407005";"Luís Gomes (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"1";"13";"-";"11";"-"
"2407005";"Luís Gomes (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"0,13";"1,75";"-";"1,48";"-"
"2407005";"Luís Gomes (RN)";"2020";"Área colhida (Hectares)";"1";"13";"-";"11";"-"
"2407005";"Luís Gomes (RN)";"2020";"Área colhida - percentual do total geral";"0,16";"2,10";"-";"1,78";"-"
"2407005";"Luís Gomes (RN)";"2020";"Quantidade produzida (Toneladas)";"25";"110";"-";"100";"-"
"2407005";"Luís Gomes (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"25000";"8462";"-";"9091";"-"
"2407005";"Luís Gomes (RN)";"2020";"Valor da produção (Mil Reais)";"18";"143";"-";"25";"-"
"2407005";"Luís Gomes (RN)";"2020";"Valor da produção - percentual do total geral";"2,25";"17,88";"-";"3,13";"-"
"2407104";"Macaíba (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"15";"300";"-";"200";"-"
"2407104";"Macaíba (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"0,38";"7,58";"-";"5,05";"-"
"2407104";"Macaíba (RN)";"2020";"Área colhida (Hectares)";"15";"300";"-";"50";"-"
"2407104";"Macaíba (RN)";"2020";"Área colhida - percentual do total geral";"0,40";"7,96";"-";"1,33";"-"
"2407104";"Macaíba (RN)";"2020";"Quantidade produzida (Toneladas)";"533";"2700";"-";"450";"-"
"2407104";"Macaíba (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"35533";"9000";"-";"9000";"-"
"2407104";"Macaíba (RN)";"2020";"Valor da produção (Mil Reais)";"746";"4050";"-";"225";"-"
"2407104";"Macaíba (RN)";"2020";"Valor da produção - percentual do total geral";"7,34";"39,84";"-";"2,21";"-"
"2407203";"Macau (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"-";"-";"-";"250"
"2407203";"Macau (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"-";"-";"-";"40,19"
"2407203";"Macau (RN)";"2020";"Área colhida (Hectares)";"-";"-";"-";"-";"250"
"2407203";"Macau (RN)";"2020";"Área colhida - percentual do total geral";"-";"-";"-";"-";"40,19"
"2407203";"Macau (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"-";"-";"-";"6000"
"2407203";"Macau (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"-";"-";"-";"24000"
"2407203";"Macau (RN)";"2020";"Valor da produção (Mil Reais)";"-";"-";"-";"-";"4800"
"2407203";"Macau (RN)";"2020";"Valor da produção - percentual do total geral";"-";"-";"-";"-";"93,95"
"2407252";"Major Sales (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"-";"-";"-";"-"
"2407252";"Major Sales (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"-";"-";"-";"-"
"2407252";"Major Sales (RN)";"2020";"Área colhida (Hectares)";"-";"-";"-";"-";"-"
"2407252";"Major Sales (RN)";"2020";"Área colhida - percentual do total geral";"-";"-";"-";"-";"-"
"2407252";"Major Sales (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"-";"-";"-";"-"
"2407252";"Major Sales (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"-";"-";"-";"-"
"2407252";"Major Sales (RN)";"2020";"Valor da produção (Mil Reais)";"-";"-";"-";"-";"-"
"2407252";"Major Sales (RN)";"2020";"Valor da produção - percentual do total geral";"-";"-";"-";"-";"-"
"2407302";"Marcelino Vieira (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"1";"1";"-";"-";"-"
"2407302";"Marcelino Vieira (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"0,13";"0,13";"-";"-";"-"
"2407302";"Marcelino Vieira (RN)";"2020";"Área colhida (Hectares)";"1";"1";"-";"-";"-"
"2407302";"Marcelino Vieira (RN)";"2020";"Área colhida - percentual do total geral";"0,15";"0,15";"-";"-";"-"
"2407302";"Marcelino Vieira (RN)";"2020";"Quantidade produzida (Toneladas)";"25";"10";"-";"-";"-"
"2407302";"Marcelino Vieira (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"25000";"10000";"-";"-";"-"
"2407302";"Marcelino Vieira (RN)";"2020";"Valor da produção (Mil Reais)";"38";"13";"-";"-";"-"
"2407302";"Marcelino Vieira (RN)";"2020";"Valor da produção - percentual do total geral";"4,81";"1,65";"-";"-";"-"
"2407401";"Martins (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"2";"2";"-";"20";"-"
"2407401";"Martins (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"0,38";"0,38";"-";"3,80";"-"
"2407401";"Martins (RN)";"2020";"Área colhida (Hectares)";"2";"2";"-";"20";"-"
"2407401";"Martins (RN)";"2020";"Área colhida - percentual do total geral";"0,46";"0,46";"-";"4,58";"-"
"2407401";"Martins (RN)";"2020";"Quantidade produzida (Toneladas)";"50";"17";"-";"168";"-"
"2407401";"Martins (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"25000";"8500";"-";"8400";"-"
"2407401";"Martins (RN)";"2020";"Valor da produção (Mil Reais)";"105";"26";"-";"81";"-"
"2407401";"Martins (RN)";"2020";"Valor da produção - percentual do total geral";"17,24";"4,27";"-";"13,30";"-"
"2407500";"Maxaranguape (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"250";"80";"-";"75";"-"
"2407500";"Maxaranguape (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"11,75";"3,76";"-";"3,53";"-"
"2407500";"Maxaranguape (RN)";"2020";"Área colhida (Hectares)";"250";"80";"-";"75";"-"
"2407500";"Maxaranguape (RN)";"2020";"Área colhida - percentual do total geral";"11,75";"3,76";"-";"3,53";"-"
"2407500";"Maxaranguape (RN)";"2020";"Quantidade produzida (Toneladas)";"5225";"1180";"-";"1030";"-"
"2407500";"Maxaranguape (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"20900";"14750";"-";"13733";"-"
"2407500";"Maxaranguape (RN)";"2020";"Valor da produção (Mil Reais)";"8113";"2317";"-";"2029";"-"
"2407500";"Maxaranguape (RN)";"2020";"Valor da produção - percentual do total geral";"43,44";"12,41";"-";"10,86";"-"
"2407609";"Messias Targino (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"-";"-";"-";"-"
"2407609";"Messias Targino (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"-";"-";"-";"-"
"2407609";"Messias Targino (RN)";"2020";"Área colhida (Hectares)";"-";"-";"-";"-";"-"
"2407609";"Messias Targino (RN)";"2020";"Área colhida - percentual do total geral";"-";"-";"-";"-";"-"
"2407609";"Messias Targino (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"-";"-";"-";"-"
"2407609";"Messias Targino (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"-";"-";"-";"-"
"2407609";"Messias Targino (RN)";"2020";"Valor da produção (Mil Reais)";"-";"-";"-";"-";"-"
"2407609";"Messias Targino (RN)";"2020";"Valor da produção - percentual do total geral";"-";"-";"-";"-";"-"
"2407708";"Montanhas (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"15";"30";"-";"5";"-"
"2407708";"Montanhas (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"8,33";"16,67";"-";"2,78";"-"
"2407708";"Montanhas (RN)";"2020";"Área colhida (Hectares)";"15";"30";"-";"5";"-"
"2407708";"Montanhas (RN)";"2020";"Área colhida - percentual do total geral";"8,33";"16,67";"-";"2,78";"-"
"2407708";"Montanhas (RN)";"2020";"Quantidade produzida (Toneladas)";"406";"270";"-";"43";"-"
"2407708";"Montanhas (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"27067";"9000";"-";"8600";"-"
"2407708";"Montanhas (RN)";"2020";"Valor da produção (Mil Reais)";"487";"405";"-";"22";"-"
"2407708";"Montanhas (RN)";"2020";"Valor da produção - percentual do total geral";"38,14";"31,71";"-";"1,72";"-"
"2407807";"Monte Alegre (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"10";"190";"-";"100";"-"
"2407807";"Monte Alegre (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"1,42";"26,95";"-";"14,18";"-"
"2407807";"Monte Alegre (RN)";"2020";"Área colhida (Hectares)";"10";"190";"-";"50";"-"
"2407807";"Monte Alegre (RN)";"2020";"Área colhida - percentual do total geral";"1,53";"29,01";"-";"7,63";"-"
"2407807";"Monte Alegre (RN)";"2020";"Quantidade produzida (Toneladas)";"250";"2010";"-";"400";"-"
"2407807";"Monte Alegre (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"25000";"10579";"-";"8000";"-"
"2407807";"Monte Alegre (RN)";"2020";"Valor da produção (Mil Reais)";"275";"3015";"-";"220";"-"
"2407807";"Monte Alegre (RN)";"2020";"Valor da produção - percentual do total geral";"6,23";"68,27";"-";"4,98";"-"
"2407906";"Monte das Gameleiras (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"3";"1";"-";"2";"-"
"2407906";"Monte das Gameleiras (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"0,31";"0,10";"-";"0,21";"-"
"2407906";"Monte das Gameleiras (RN)";"2020";"Área colhida (Hectares)";"3";"1";"-";"2";"-"
"2407906";"Monte das Gameleiras (RN)";"2020";"Área colhida - percentual do total geral";"0,31";"0,10";"-";"0,21";"-"
"2407906";"Monte das Gameleiras (RN)";"2020";"Quantidade produzida (Toneladas)";"60";"6";"-";"16";"-"
"2407906";"Monte das Gameleiras (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"20000";"6000";"-";"8000";"-"
"2407906";"Monte das Gameleiras (RN)";"2020";"Valor da produção (Mil Reais)";"78";"9";"-";"9";"-"
"2407906";"Monte das Gameleiras (RN)";"2020";"Valor da produção - percentual do total geral";"5,59";"0,65";"-";"0,65";"-"
"2408003";"Mossoró (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"15";"-";"-";"50";"8300"
"2408003";"Mossoró (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"0,08";"-";"-";"0,26";"42,63"
"2408003";"Mossoró (RN)";"2020";"Área colhida (Hectares)";"15";"-";"-";"50";"8300"
