"Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes"
"Cód.";"Unidade da Federação e Município";"Ano";"Variável";"Produto das lavouras temporárias e permanentes"
"Cód.";"Unidade da Federação e Município";"Ano";"Variável";"Banana (cacho)";"Batata-doce";"Maçã";"Mandioca";"Melão"
"2408003";"Mossoró (RN)";"2020";"Área colhida - percentual do total geral";"0,08";"-";"-";"0,26";"42,63"
"2408003";"Mossoró (RN)";"2020";"Quantidade produzida (Toneladas)";"360";"-";"-";"415";"224000"
"2408003";"Mossoró (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"24000";"-";"-";"8300";"26988"
"2408003";"Mossoró (RN)";"2020";"Valor da produção (Mil Reais)";"324";"-";"-";"311";"201600"
"2408003";"Mossoró (RN)";"2020";"Valor da produção - percentual do total geral";"0,12";"-";"-";"0,11";"72,45"
"2408102";"Natal (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"...";"...";"...";"...";"..."
"2408102";"Natal (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"...";"...";"...";"...";"..."
"2408102";"Natal (RN)";"2020";"Área colhida (Hectares)";"...";"...";"...";"...";"..."
"2408102";"Natal (RN)";"2020";"Área colhida - percentual do total geral";"...";"...";"...";"...";"..."
"2408102";"Natal (RN)";"2020";"Quantidade produzida (Toneladas)";"...";"...";"...";"...";"..."
"2408102";"Natal (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"...";"...";"...";"...";"..."
"2408102";"Natal (RN)";"2020";"Valor da produção (Mil Reais)";"...";"...";"...";"...";"..."
"2408102";"Natal (RN)";"2020";"Valor da produção - percentual do total geral";"...";"...";"...";"...";"..."
"2408201";"Nísia Floresta (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"60";"205";"-";"100";"-"
"2408201";"Nísia Floresta (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"1,75";"5,99";"-";"2,92";"-"
"2408201";"Nísia Floresta (RN)";"2020";"Área colhida (Hectares)";"60";"205";"-";"100";"-"
"2408201";"Nísia Floresta (RN)";"2020";"Área colhida - percentual do total geral";"1,75";"5,99";"-";"2,92";"-"
"2408201";"Nísia Floresta (RN)";"2020";"Quantidade produzida (Toneladas)";"1300";"2055";"-";"950";"-"
"2408201";"Nísia Floresta (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"21667";"10024";"-";"9500";"-"
"2408201";"Nísia Floresta (RN)";"2020";"Valor da produção (Mil Reais)";"1560";"3083";"-";"523";"-"
"2408201";"Nísia Floresta (RN)";"2020";"Valor da produção - percentual do total geral";"6,19";"12,23";"-";"2,08";"-"
"2408300";"Nova Cruz (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"25";"-";"300";"-"
"2408300";"Nova Cruz (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"2,95";"-";"35,42";"-"
"2408300";"Nova Cruz (RN)";"2020";"Área colhida (Hectares)";"-";"25";"-";"300";"-"
"2408300";"Nova Cruz (RN)";"2020";"Área colhida - percentual do total geral";"-";"2,95";"-";"35,42";"-"
"2408300";"Nova Cruz (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"238";"-";"2550";"-"
"2408300";"Nova Cruz (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"9520";"-";"8500";"-"
"2408300";"Nova Cruz (RN)";"2020";"Valor da produção (Mil Reais)";"-";"357";"-";"1403";"-"
"2408300";"Nova Cruz (RN)";"2020";"Valor da produção - percentual do total geral";"-";"7,84";"-";"30,79";"-"
"2408409";"Olho d'Água do Borges (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"-";"-";"-";"-"
"2408409";"Olho d'Água do Borges (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"-";"-";"-";"-"
"2408409";"Olho d'Água do Borges (RN)";"2020";"Área colhida (Hectares)";"-";"-";"-";"-";"-"
"2408409";"Olho d'Água do Borges (RN)";"2020";"Área colhida - percentual do total geral";"-";"-";"-";"-";"-"
"2408409";"Olho d'Água do Borges (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"-";"-";"-";"-"
"2408409";"Olho d'Água do Borges (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"-";"-";"-";"-"
"2408409";"Olho d'Água do Borges (RN)";"2020";"Valor da produção (Mil Reais)";"-";"-";"-";"-";"-"
"2408409";"Olho d'Água do Borges (RN)";"2020";"Valor da produção - percentual do total geral";"-";"-";"-";"-";"-"
"2408508";"Ouro Branco (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"-";"-";"-";"-"
"2408508";"Ouro Branco (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"-";"-";"-";"-"
"2408508";"Ouro Branco (RN)";"2020";"Área colhida (Hectares)";"-";"-";"-";"-";"-"
"2408508";"Ouro Branco (RN)";"2020";"Área colhida - percentual do total geral";"-";"-";"-";"-";"-"
"2408508";"Ouro Branco (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"-";"-";"-";"-"
"2408508";"Ouro Branco (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"-";"-";"-";"-"
"2408508";"Ouro Branco (RN)";"2020";"Valor da produção (Mil Reais)";"-";"-";"-";"-";"-"
"2408508";"Ouro Branco (RN)";"2020";"Valor da produção - percentual do total geral";"-";"-";"-";"-";"-"
"2408607";"Paraná (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"-";"-";"-";"-"
"2408607";"Paraná (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"-";"-";"-";"-"
"2408607";"Paraná (RN)";"2020";"Área colhida (Hectares)";"-";"-";"-";"-";"-"
"2408607";"Paraná (RN)";"2020";"Área colhida - percentual do total geral";"-";"-";"-";"-";"-"
"2408607";"Paraná (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"-";"-";"-";"-"
"2408607";"Paraná (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"-";"-";"-";"-"
"2408607";"Paraná (RN)";"2020";"Valor da produção (Mil Reais)";"-";"-";"-";"-";"-"
"2408607";"Paraná (RN)";"2020";"Valor da produção - percentual do total geral";"-";"-";"-";"-";"-"
"2408706";"Paraú (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"-";"-";"-";"-"
"2408706";"Paraú (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"-";"-";"-";"-"
"2408706";"Paraú (RN)";"2020";"Área colhida (Hectares)";"-";"-";"-";"-";"-"
"2408706";"Paraú (RN)";"2020";"Área colhida - percentual do total geral";"-";"-";"-";"-";"-"
"2408706";"Paraú (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"-";"-";"-";"-"
"2408706";"Paraú (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"-";"-";"-";"-"
"2408706";"Paraú (RN)";"2020";"Valor da produção (Mil Reais)";"-";"-";"-";"-";"-"
"2408706";"Paraú (RN)";"2020";"Valor da produção - percentual do total geral";"-";"-";"-";"-";"-"
"2408805";"Parazinho (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"250";"-";"20";"20"
"2408805";"Parazinho (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"39,25";"-";"3,14";"3,14"
"2408805";"Parazinho (RN)";"2020";"Área colhida (Hectares)";"-";"250";"-";"20";"20"
"2408805";"Parazinho (RN)";"2020";"Área colhida - percentual do total geral";"-";"39,25";"-";"3,14";"3,14"
"2408805";"Parazinho (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"2250";"-";"180";"730"
"2408805";"Parazinho (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"9000";"-";"9000";"36500"
"2408805";"Parazinho (RN)";"2020";"Valor da produção (Mil Reais)";"-";"3975";"-";"67";"350"
"2408805";"Parazinho (RN)";"2020";"Valor da produção - percentual do total geral";"-";"84,39";"-";"1,42";"7,43"
"2408904";"Parelhas (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"-";"-";"-";"-"
"2408904";"Parelhas (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"-";"-";"-";"-"
"2408904";"Parelhas (RN)";"2020";"Área colhida (Hectares)";"-";"-";"-";"-";"-"
"2408904";"Parelhas (RN)";"2020";"Área colhida - percentual do total geral";"-";"-";"-";"-";"-"
"2408904";"Parelhas (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"-";"-";"-";"-"
"2408904";"Parelhas (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"-";"-";"-";"-"
"2408904";"Parelhas (RN)";"2020";"Valor da produção (Mil Reais)";"-";"-";"-";"-";"-"
"2408904";"Parelhas (RN)";"2020";"Valor da produção - percentual do total geral";"-";"-";"-";"-";"-"
"2408953";"Rio do Fogo (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"1620";"-";"-";"27";"-"
"2408953";"Rio do Fogo (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"64,70";"-";"-";"1,08";"-"
"2408953";"Rio do Fogo (RN)";"2020";"Área colhida (Hectares)";"1620";"-";"-";"27";"-"
"2408953";"Rio do Fogo (RN)";"2020";"Área colhida - percentual do total geral";"64,70";"-";"-";"1,08";"-"
"2408953";"Rio do Fogo (RN)";"2020";"Quantidade produzida (Toneladas)";"29246";"-";"-";"366";"-"
"2408953";"Rio do Fogo (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"18053";"-";"-";"13556";"-"
"2408953";"Rio do Fogo (RN)";"2020";"Valor da produção (Mil Reais)";"25437";"-";"-";"468";"-"
"2408953";"Rio do Fogo (RN)";"2020";"Valor da produção - percentual do total geral";"71,70";"-";"-";"1,32";"-"
"2409100";"Passa e Fica (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"3";"1";"-";"400";"-"
"2409100";"Passa e Fica (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"0,18";"0,06";"-";"23,56";"-"
"2409100";"Passa e Fica (RN)";"2020";"Área colhida (Hectares)";"3";"1";"-";"400";"-"
"2409100";"Passa e Fica (RN)";"2020";"Área colhida - percentual do total geral";"0,18";"0,06";"-";"23,56";"-"
"2409100";"Passa e Fica (RN)";"2020";"Quantidade produzida (Toneladas)";"54";"6";"-";"3200";"-"
"2409100";"Passa e Fica (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"18000";"6000";"-";"8000";"-"
"2409100";"Passa e Fica (RN)";"2020";"Valor da produção (Mil Reais)";"70";"9";"-";"1856";"-"
"2409100";"Passa e Fica (RN)";"2020";"Valor da produção - percentual do total geral";"1,97";"0,25";"-";"52,18";"-"
"2409209";"Passagem (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"5";"-";"40";"-"
"2409209";"Passagem (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"2,38";"-";"19,05";"-"
"2409209";"Passagem (RN)";"2020";"Área colhida (Hectares)";"-";"5";"-";"10";"-"
"2409209";"Passagem (RN)";"2020";"Área colhida - percentual do total geral";"-";"2,78";"-";"5,56";"-"
"2409209";"Passagem (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"50";"-";"100";"-"
"2409209";"Passagem (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"10000";"-";"10000";"-"
"2409209";"Passagem (RN)";"2020";"Valor da produção (Mil Reais)";"-";"75";"-";"50";"-"
"2409209";"Passagem (RN)";"2020";"Valor da produção - percentual do total geral";"-";"19,13";"-";"12,76";"-"
"2409308";"Patu (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"4";"10";"-";"-";"-"
"2409308";"Patu (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"0,52";"1,30";"-";"-";"-"
"2409308";"Patu (RN)";"2020";"Área colhida (Hectares)";"4";"10";"-";"-";"-"
"2409308";"Patu (RN)";"2020";"Área colhida - percentual do total geral";"0,52";"1,30";"-";"-";"-"
"2409308";"Patu (RN)";"2020";"Quantidade produzida (Toneladas)";"103";"90";"-";"-";"-"
"2409308";"Patu (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"25750";"9000";"-";"-";"-"
"2409308";"Patu (RN)";"2020";"Valor da produção (Mil Reais)";"113";"69";"-";"-";"-"
"2409308";"Patu (RN)";"2020";"Valor da produção - percentual do total geral";"13,83";"8,45";"-";"-";"-"
"2409332";"Santa Maria (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"2";"1";"-";"3";"-"
"2409332";"Santa Maria (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"0,32";"0,16";"-";"0,48";"-"
"2409332";"Santa Maria (RN)";"2020";"Área colhida (Hectares)";"2";"1";"-";"3";"-"
"2409332";"Santa Maria (RN)";"2020";"Área colhida - percentual do total geral";"0,32";"0,16";"-";"0,48";"-"
"2409332";"Santa Maria (RN)";"2020";"Quantidade produzida (Toneladas)";"36";"6";"-";"24";"-"
"2409332";"Santa Maria (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"18000";"6000";"-";"8000";"-"
"2409332";"Santa Maria (RN)";"2020";"Valor da produção (Mil Reais)";"43";"9";"-";"12";"-"
"2409332";"Santa Maria (RN)";"2020";"Valor da produção - percentual do total geral";"5,46";"1,14";"-";"1,52";"-"
"2409407";"Pau dos Ferros (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"3";"3";"-";"-";"-"
"2409407";"Pau dos Ferros (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"0,30";"0,30";"-";"-";"-"
"2409407";"Pau dos Ferros (RN)";"2020";"Área colhida (Hectares)";"3";"3";"-";"-";"-"
"2409407";"Pau dos Ferros (RN)";"2020";"Área colhida - percentual do total geral";"0,32";"0,32";"-";"-";"-"
"2409407";"Pau dos Ferros (RN)";"2020";"Quantidade produzida (Toneladas)";"80";"30";"-";"-";"-"
"2409407";"Pau dos Ferros (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"26667";"10000";"-";"-";"-"
"2409407";"Pau dos Ferros (RN)";"2020";"Valor da produção (Mil Reais)";"180";"38";"-";"-";"-"
"2409407";"Pau dos Ferros (RN)";"2020";"Valor da produção - percentual do total geral";"15,45";"3,26";"-";"-";"-"
"2409506";"Pedra Grande (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"100";"-";"-";"-"
"2409506";"Pedra Grande (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"35,09";"-";"-";"-"
"2409506";"Pedra Grande (RN)";"2020";"Área colhida (Hectares)";"-";"100";"-";"-";"-"
"2409506";"Pedra Grande (RN)";"2020";"Área colhida - percentual do total geral";"-";"35,09";"-";"-";"-"
"2409506";"Pedra Grande (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"1400";"-";"-";"-"
"2409506";"Pedra Grande (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"14000";"-";"-";"-"
"2409506";"Pedra Grande (RN)";"2020";"Valor da produção (Mil Reais)";"-";"2008";"-";"-";"-"
"2409506";"Pedra Grande (RN)";"2020";"Valor da produção - percentual do total geral";"-";"59,66";"-";"-";"-"
"2409605";"Pedra Preta (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"-";"-";"150";"-"
"2409605";"Pedra Preta (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"-";"-";"15,79";"-"
"2409605";"Pedra Preta (RN)";"2020";"Área colhida (Hectares)";"-";"-";"-";"150";"-"
"2409605";"Pedra Preta (RN)";"2020";"Área colhida - percentual do total geral";"-";"-";"-";"15,79";"-"
"2409605";"Pedra Preta (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"-";"-";"1472";"-"
"2409605";"Pedra Preta (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"-";"-";"9813";"-"
"2409605";"Pedra Preta (RN)";"2020";"Valor da produção (Mil Reais)";"-";"-";"-";"972";"-"
"2409605";"Pedra Preta (RN)";"2020";"Valor da produção - percentual do total geral";"-";"-";"-";"66,80";"-"
"2409704";"Pedro Avelino (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"-";"-";"-";"-"
"2409704";"Pedro Avelino (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"-";"-";"-";"-"
"2409704";"Pedro Avelino (RN)";"2020";"Área colhida (Hectares)";"-";"-";"-";"-";"-"
"2409704";"Pedro Avelino (RN)";"2020";"Área colhida - percentual do total geral";"-";"-";"-";"-";"-"
"2409704";"Pedro Avelino (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"-";"-";"-";"-"
"2409704";"Pedro Avelino (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"-";"-";"-";"-"
"2409704";"Pedro Avelino (RN)";"2020";"Valor da produção (Mil Reais)";"-";"-";"-";"-";"-"
"2409704";"Pedro Avelino (RN)";"2020";"Valor da produção - percentual do total geral";"-";"-";"-";"-";"-"
"2409803";"Pedro Velho (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"25";"100";"-";"80";"-"
"2409803";"Pedro Velho (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"0,78";"3,13";"-";"2,50";"-"
"2409803";"Pedro Velho (RN)";"2020";"Área colhida (Hectares)";"25";"100";"-";"80";"-"
"2409803";"Pedro Velho (RN)";"2020";"Área colhida - percentual do total geral";"0,78";"3,13";"-";"2,50";"-"
"2409803";"Pedro Velho (RN)";"2020";"Quantidade produzida (Toneladas)";"650";"1000";"-";"760";"-"
"2409803";"Pedro Velho (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"26000";"10000";"-";"9500";"-"
"2409803";"Pedro Velho (RN)";"2020";"Valor da produção (Mil Reais)";"780";"1500";"-";"405";"-"
"2409803";"Pedro Velho (RN)";"2020";"Valor da produção - percentual do total geral";"3,12";"6,00";"-";"1,62";"-"
"2409902";"Pendências (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"10";"5";"-";"5";"4"
"2409902";"Pendências (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"0,83";"0,41";"-";"0,41";"0,33"
"2409902";"Pendências (RN)";"2020";"Área colhida (Hectares)";"10";"5";"-";"5";"4"
"2409902";"Pendências (RN)";"2020";"Área colhida - percentual do total geral";"0,83";"0,41";"-";"0,41";"0,33"
"2409902";"Pendências (RN)";"2020";"Quantidade produzida (Toneladas)";"334";"75";"-";"50";"80"
"2409902";"Pendências (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"33400";"15000";"-";"10000";"20000"
"2409902";"Pendências (RN)";"2020";"Valor da produção (Mil Reais)";"200";"23";"-";"21";"64"
"2409902";"Pendências (RN)";"2020";"Valor da produção - percentual do total geral";"11,46";"1,32";"-";"1,20";"3,67"
"2410009";"Pilões (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"-";"-";"-";"-"
"2410009";"Pilões (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"-";"-";"-";"-"
"2410009";"Pilões (RN)";"2020";"Área colhida (Hectares)";"-";"-";"-";"-";"-"
"2410009";"Pilões (RN)";"2020";"Área colhida - percentual do total geral";"-";"-";"-";"-";"-"
"2410009";"Pilões (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"-";"-";"-";"-"
"2410009";"Pilões (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"-";"-";"-";"-"
"2410009";"Pilões (RN)";"2020";"Valor da produção (Mil Reais)";"-";"-";"-";"-";"-"
"2410009";"Pilões (RN)";"2020";"Valor da produção - percentual do total geral";"-";"-";"-";"-";"-"
"2410108";"Poço Branco (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"400";"-";"500";"-"
"2410108";"Poço Branco (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"23,74";"-";"29,67";"-"
"2410108";"Poço Branco (RN)";"2020";"Área colhida (Hectares)";"-";"400";"-";"500";"-"
"2410108";"Poço Branco (RN)";"2020";"Área colhida - percentual do total geral";"-";"23,74";"-";"29,67";"-"
"2410108";"Poço Branco (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"4613";"-";"5884";"-"
"2410108";"Poço Branco (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"11533";"-";"11768";"-"
"2410108";"Poço Branco (RN)";"2020";"Valor da produção (Mil Reais)";"-";"7289";"-";"2427";"-"
"2410108";"Poço Branco (RN)";"2020";"Valor da produção - percentual do total geral";"-";"59,46";"-";"19,80";"-"
"2410207";"Portalegre (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"10";"-";"28";"-"
"2410207";"Portalegre (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"1,25";"-";"3,50";"-"
"2410207";"Portalegre (RN)";"2020";"Área colhida (Hectares)";"-";"10";"-";"28";"-"
"2410207";"Portalegre (RN)";"2020";"Área colhida - percentual do total geral";"-";"1,29";"-";"3,60";"-"
"2410207";"Portalegre (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"100";"-";"230";"-"
"2410207";"Portalegre (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"10000";"-";"8214";"-"
"2410207";"Portalegre (RN)";"2020";"Valor da produção (Mil Reais)";"-";"128";"-";"62";"-"
"2410207";"Portalegre (RN)";"2020";"Valor da produção - percentual do total geral";"-";"11,97";"-";"5,80";"-"
"2410256";"Porto do Mangue (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"-";"-";"-";"-"
"2410256";"Porto do Mangue (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"-";"-";"-";"-"
"2410256";"Porto do Mangue (RN)";"2020";"Área colhida (Hectares)";"-";"-";"-";"-";"-"
"2410256";"Porto do Mangue (RN)";"2020";"Área colhida - percentual do total geral";"-";"-";"-";"-";"-"
"2410256";"Porto do Mangue (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"-";"-";"-";"-"
"2410256";"Porto do Mangue (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"-";"-";"-";"-"
"2410256";"Porto do Mangue (RN)";"2020";"Valor da produção (Mil Reais)";"-";"-";"-";"-";"-"
"2410256";"Porto do Mangue (RN)";"2020";"Valor da produção - percentual do total geral";"-";"-";"-";"-";"-"
"2410306";"Serra Caiada (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"1";"6";"-";"1600";"-"
"2410306";"Serra Caiada (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"0,04";"0,21";"-";"57,10";"-"
"2410306";"Serra Caiada (RN)";"2020";"Área colhida (Hectares)";"1";"6";"-";"1000";"-"
"2410306";"Serra Caiada (RN)";"2020";"Área colhida - percentual do total geral";"0,05";"0,27";"-";"45,41";"-"
"2410306";"Serra Caiada (RN)";"2020";"Quantidade produzida (Toneladas)";"20";"66";"-";"9000";"-"
"2410306";"Serra Caiada (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"20000";"11000";"-";"9000";"-"
"2410306";"Serra Caiada (RN)";"2020";"Valor da produção (Mil Reais)";"24";"99";"-";"4950";"-"
"2410306";"Serra Caiada (RN)";"2020";"Valor da produção - percentual do total geral";"0,39";"1,60";"-";"80,21";"-"
"2410405";"Pureza (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"670";"20";"-";"2007";"-"
"2410405";"Pureza (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"9,00";"0,27";"-";"26,95";"-"
"2410405";"Pureza (RN)";"2020";"Área colhida (Hectares)";"670";"20";"-";"2007";"-"
"2410405";"Pureza (RN)";"2020";"Área colhida - percentual do total geral";"9,00";"0,27";"-";"26,95";"-"
"2410405";"Pureza (RN)";"2020";"Quantidade produzida (Toneladas)";"11720";"200";"-";"20105";"-"
"2410405";"Pureza (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"17493";"10000";"-";"10017";"-"
"2410405";"Pureza (RN)";"2020";"Valor da produção (Mil Reais)";"12423";"246";"-";"6729";"-"
"2410405";"Pureza (RN)";"2020";"Valor da produção - percentual do total geral";"18,22";"0,36";"-";"9,87";"-"
"2410504";"Rafael Fernandes (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"1";"-";"-";"-";"-"
"2410504";"Rafael Fernandes (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"0,51";"-";"-";"-";"-"
"2410504";"Rafael Fernandes (RN)";"2020";"Área colhida (Hectares)";"1";"-";"-";"-";"-"
"2410504";"Rafael Fernandes (RN)";"2020";"Área colhida - percentual do total geral";"0,51";"-";"-";"-";"-"
"2410504";"Rafael Fernandes (RN)";"2020";"Quantidade produzida (Toneladas)";"27";"-";"-";"-";"-"
"2410504";"Rafael Fernandes (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"27000";"-";"-";"-";"-"
"2410504";"Rafael Fernandes (RN)";"2020";"Valor da produção (Mil Reais)";"59";"-";"-";"-";"-"
"2410504";"Rafael Fernandes (RN)";"2020";"Valor da produção - percentual do total geral";"21,45";"-";"-";"-";"-"
"2410603";"Rafael Godeiro (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"3";"10";"-";"-";"-"
"2410603";"Rafael Godeiro (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"0,52";"1,72";"-";"-";"-"
"2410603";"Rafael Godeiro (RN)";"2020";"Área colhida (Hectares)";"3";"10";"-";"-";"-"
"2410603";"Rafael Godeiro (RN)";"2020";"Área colhida - percentual do total geral";"0,71";"2,35";"-";"-";"-"
"2410603";"Rafael Godeiro (RN)";"2020";"Quantidade produzida (Toneladas)";"70";"100";"-";"-";"-"
"2410603";"Rafael Godeiro (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"23333";"10000";"-";"-";"-"
"2410603";"Rafael Godeiro (RN)";"2020";"Valor da produção (Mil Reais)";"182";"170";"-";"-";"-"
"2410603";"Rafael Godeiro (RN)";"2020";"Valor da produção - percentual do total geral";"7,43";"6,94";"-";"-";"-"
"2410702";"Riacho da Cruz (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"-";"-";"-";"-"
"2410702";"Riacho da Cruz (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"-";"-";"-";"-"
"2410702";"Riacho da Cruz (RN)";"2020";"Área colhida (Hectares)";"-";"-";"-";"-";"-"
"2410702";"Riacho da Cruz (RN)";"2020";"Área colhida - percentual do total geral";"-";"-";"-";"-";"-"
"2410702";"Riacho da Cruz (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"-";"-";"-";"-"
"2410702";"Riacho da Cruz (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"-";"-";"-";"-"
"2410702";"Riacho da Cruz (RN)";"2020";"Valor da produção (Mil Reais)";"-";"-";"-";"-";"-"
"2410702";"Riacho da Cruz (RN)";"2020";"Valor da produção - percentual do total geral";"-";"-";"-";"-";"-"
"2410801";"Riacho de Santana (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"-";"-";"-";"-"
"2410801";"Riacho de Santana (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"-";"-";"-";"-"
"2410801";"Riacho de Santana (RN)";"2020";"Área colhida (Hectares)";"-";"-";"-";"-";"-"
